906,10,11084-042,65.9,711
907,9,36800-124,23.99,661
908,10,60681-5305,56.68,657
909,1,50242-060,77.28,622
910,8,54868-1689,25.95,769
911,3,64725-0170,33.87,847
912,6,49348-119,68.97,600
913,6,61543-7943,14.68,717
914,10,59115-097,35.96,714
915,8,0904-5959,1.22,969
916,10,37205-695,53.31,795
917,10,55315-393,28.04,611
918,4,0172-5729,35.01,983
919,6,45264-004,85.66,838
920,8,64942-1089,59.48,787
921,4,49967-610,18.5,874
922,8,41250-630,15.24,884
923,3,67510-0665,76.71,977
924,5,36987-2766,62.46,945
925,1,60905-0402,77.3,785
926,3,43742-0056,82.1,888
927,7,33261-764,81.0,645
928,7,55301-175,41.2,643
929,6,0409-7299,76.18,993
930,9,0006-0740,96.41,975
931,4,10202-194,2.68,698
932,5,17478-533,17.97,960
933,5,51079-387,30.99,618
934,9,13537-503,45.94,651
935,7,63255-030,95.94,979
936,5,10893-600,31.84,676
937,1,53808-0447,77.97,717
938,10,59898-140,11.31,593
939,4,51393-4013,47.53,901
940,4,0054-3027,27.03,992
941,7,0185-0074,76.57,952
942,3,60512-9300,42.88,880
943,4,55154-3122,87.73,561
944,10,60505-3280,73.41,791
945,6,58411-119,26.58,879
946,5,0268-1094,69.25,690
947,1,0031-2238,52.26,604
948,7,59011-751,95.31,958
949,2,36987-2363,66.63,767
950,6,55111-730,65.4,993
951,4,48102-016,91.97,918
952,4,41268-660,18.73,632
953,7,0113-0612,97.72,717
954,9,0071-0158,48.28,593
955,4,0363-1009,79.3,968
956,9,68093-7038,59.81,610
957,6,62221-935,61.74,848
958,9,17478-827,89.65,550
959,5,58411-184,3.87,768
960,9,49967-626,30.42,590
961,7,0006-4898,51.81,698
962,8,50488-2626,79.62,844
963,2,42411-012,23.58,835
964,9,11822-3303,56.98,799
965,1,43406-0013,22.49,622
966,7,43772-0016,5.74,769
967,5,0078-0415,42.01,582
968,6,41520-170,81.56,800
969,10,0078-0527,41.55,911
970,6,0378-1005,93.09,796
971,4,30142-076,14.85,553
972,1,60429-525,99.77,866
973,1,51672-1290,19.39,963
974,9,21695-075,14.97,549
975,9,55315-470,69.23,753
976,10,55714-8008,51.79,843
977,3,62499-420,35.03,665
978,2,41520-323,9.19,805
979,6,49614-360,9.89,558
980,2,41163-090,39.76,639
981,4,13925-507,41.54,861
982,6,13733-019,67.8,759
983,7,48951-5046,87.12,594
984,6,63029-901,84.46,602
985,5,52125-412,55.34,674
986,3,67046-120,10.84,753
987,4,62908-011,40.68,997
988,10,36987-2048,12.42,728
989,5,59900-211,36.79,786
990,8,76420-620,11.4,928
991,1,35356-818,59.89,548
992,10,0363-0633,31.09,772
993,5,51460-1112,71.47,841
994,9,47593-465,32.85,645
995,7,61953-0005,51.21,850
996,1,0268-0289,82.47,830
997,5,54868-1338,9.34,776
998,9,21695-715,68.13,879
999,7,61722-204,51.87,828
1000,4,24286-1556,65.26,604
